418	je te trovai hui matin a l’entree d’une forest, 	io il trovai ogi mattino all’entrata d’una foresta, 	435
419	mes il ne portoit mie tel escu 	ma e' non porta mica tale scudo come colui 	436
420	com cil que je quier. — 	ch’io cheggio. 	437
421	Bele cosine, 	—eBella cugina, 	438
422	fet cele de laiens, 	disse quella di là entro, 	439
423	il le puet bien avoir changié 	elli il potrebbe poscia bene avere cambiato, 	440
424	et je vos di al mien cuidier 	e vo dico al mio credere 	441
425|426	que ce est cil |que vos querez : 	che ciò est quelli cu' voi chiedete. 	442
427	si vos prie 	Si vi priego 	443
428	que vos me laissiés o vos aler 	che voi mi lasciate con voi andare 	444
429	tant que trové l’aions 	tanto che trovato l’abiate, 	445
430	et lors savrai l’acheison 	allora saprò io la cagione 	446
431	por quoi il laissa mon ostel a tel ore. — 	per ch’egli à mio ostello lasciato a tale ora. — 	447
432	Il m’est molt bel, 	E' me n’è molto bello, 	448
433	fet cele de Honguefort, 	disse quella d’Unguelforte, 	449
434	que vos i viegniés, 	che vo' vegniate, 	450
435	puis qu’il vos plest. » 	da che vo piace». 	451
436	Ensi remistrent la nuit laiens et al matin. 	lnsi rimasono la notte là entro, |e al mattino, 	452|453
437|438	si tost com eles ! |virent le jor, 	si tosto com'elle vidono il giorno, 	454
439	si leverent et se partirent del chastel 	si levarono e si partirono dal castello, 	455
440	et entrerent en la queste de lor chevalier. 	si entrarono nella chesta del loro cavaliere. 	456
441	Mais or laisse atant li contes 	Ma or lascia il conto 	457
442	a parler d’eles et de Boort	atanto a parlare di loro e di Boordo 	458
443	et retorne a parler de Lancelot 	e ritorna a parlare di Lancellotto, 	459
444	la ou il est entrez en la forest de Sarpenic, 	là ov’elli est entrato nella foresta di Sapernic, 	460
445	si com li contes a devise ariers. 	si come il conto à divisato. 	461
446	Or dist li contes 	Gran caldo, |ciò dice il conto, 	462|463
447	qu’il fist grant chaut le jor 	fece il giorno 	464
448	que Lancelos entra en la forest de Sarpenic 	che Lancellotto entrò nella foresta di Sarpenic, 	465
449	et por ce ne remest il mie 	e per ciò e' non rimase passo 	466
450	qu’il ne chevalchast jusqu’à none; 	che non cavalcasse infin qua a nona, 	467
451	si li avint 	si gli avenne insi 	468
452	ensi qu’il n’encontra home ne feme jusqu’al vespre; 	che non incontrò huomo né femina insino a vespero. 	469
453	mais lors sans faille, 	?Ma allora sanza fallo, 	470
454	si com il dut issir de forest 	si come dovea uscire della foresta 	471
455	qui tot le jor li ot duré, 	che tutto giorno gli avea durata, 	472
456	encontra une damoisele 	si incontrò elli una damigella 	473
457	qui molt faisoit grant duel 	che molto facea gran duolo, 	474
		e cavalcava in uno palafreno nero 	475
		a molto ricca sambuca 	476
458	et chevalchoit I. palefroi noir a molt riehe lorain et a molt cointe sele de l'oevre d’Engleterre. 	e a molto bella sella dell’opera d’Inghilterra |e a molto ricco freno, 	477|478
		uno capelletto foderato di zendado in sua testa per lo caldo. 	479
459	Il salue la damoisele 	E'saluta la damigella 	480
460	et ele lui. « 	ed ella gli rende suo saluto molto cortesemente. 	481
461	Damoisele, 	Damigella, 	482
462	fet il, 	disse Lancellotto, 	483
463|464	kar me dites, |s’il vos plest, 	ch’or mi dite ora 	484
465	por quoi vos plorés. — 	perché vo piagnete? — 	485
466|467	Certes, |sire, 	Certo, sire, diss’ella, 	486
468	fet ele, 		
469|470	se je i' cuidoie avoir preu, |je le vos diroie. — 	s’i vi credesse avere pro, si 'l vo dire' io. — 	487
471	Damage, 	Damaggio, 	488
472	fet il, 	disse Lancellotto, 	489
473	ll’i avrez vos ja, 	non ci arete vo' già, 	490
474	se Dieu plest, 	se Dio piace, 	491
475	mais dites le moi par covent 	ma ditelme per convento 	492
476	que, se je vos puis aidier a vos esleecier, 	che, s’i vo ne posso aiutare o consigliare, 	493
477	je vos aiderai a mon pooir. — 	io vo n’atrò di tutto mio podere. — ll 	494
478	En non Dieu, 	A nome di Dio, 	495
479|480	sire, |fet ele, 	diss’ella, 	496
481	donc le vos dirai je. 	dunque il vo dirò io. 	497
482	ll est voirs 	Egli è vero 	498
483	que Meleagans, li fiz al roi Baldemagu, ala a la cort le roi Artu por la roine Genievre conquerre, 	che Meleagante, il figliuolo del re Bando di Maguzo, |andò uguanno alla corte del re Artù 	499|500
		per la reina Ginevra conquidere, 	501
484	s’il peust; 	se potesse. 	502
485	et endementiers fist tant une damoisele 	eE dimentre, |fece tanto una damigella 	503|504
486|487	qui estoit? |sa suer 	ch’era sua serocchia 	505
488	qu’ele geta Lancelot d’une tor 	ch’ella gittò Lancellotto di Lac d’una torre 	506
489	ou Meleagans l’avoit mis en prison, 	ove Meleagante l’avea messo in pregione, 	507
490	ne sai por quoi. 	non so perché.	508
491	Quant ele l’ot delivré, 	Quand’ella l’ebbe dilivero, 	509
492	si le tint avec li 	si l tenne con esso lei non so quanto, 	510
493	tant qu’il fu garis, 	tanto ch’ella el guari, 	511
494	kar molt avoit eu mesaise en la prison, 	ché molto avea avuto misaggio nella prigione. 	512
495	et puis l’envoia a la cort le roi Artu 	Quand’e fu tornato a guarigione, |sillo inviò alla corte del re Artù, 	513|514
496	ou il ocist Meleagan, 	ov’elli uccise Meleagant, 	515
497	ce savons nos or bien. 	ciò sapiamo noi ora bene. 	516
498	Mais si tost com li parent sorent 	Ma si tosto come i parenti di Meleagante seppono 	517
499	qu’ele avoit Lancelot osté de la prison, 	ch’ella avea tratto di pregione Lancellotto, 	518
500|501	si distrent |qu’ele l’avoit fait por Meleagan ocirre; 	sì dissono ch’ella l’avea fatto per Meleagante uccidere, 	519
502	si le pristrent a force 	si-lla presono a forza 	520
503	et l’acheisonerent de sa mort 	e la cagionarono di sua morte, 	521
504|505	et distrent |que, s’ele ne trovoit 	e dissono che, s’ella non trovasse chilla difendesse, 	522
506|507	qui l’en desfendist. |qu'il feroient de lui justice si grant 	ch’elli farebono giustitia di lei 	523
508	com l’en doit fere de cele 	si grande come l’uomo dee fare di femina 	524
509	qui son frere ocist. 	che suo fratello uccide. 	525
510	Et ele dist 	Ed ella disse 	526
511	qu’ele troveroit bien 	ch’ella il troverebbe bene 	527
512	qui la desfendroit: 	chi ne la difenderebbe, 	528
513|514	si mist jor d’amener I. chevalier |por li desfendre, 	sì ànno messo giorno d’a- menare uno cavaliere per lei difendere, 	529
515	si s’est puis porchaciee en Pluisors liex, 	si se n’è poscia procacciata in più luogora, 	530
516	mais onques ne trova chevalier 	ma unque non trovò ancor cavaliere 	531
517	qui ses armes en osast prendre contre celui 	che sue armi osasse imprendere incontro a colui 	532
518	qui apelee l’avoit. 	che apellato l’à. 	533
519	Or si est tant la chose alee 	IOr si è tanto la cosa andata 	534
520	que li jors est aterminés a hui ; 	che 'l giorno est aterminato a oggi, 	535
521	si n’a trové la pucele nul desfendeor 	si non à ancor trovato la pulcella difenditore, 	536
522	et por ce dient li un et li autre 	e perciò dicono gli uni e gli altri 	537
523	qu’ele est atainte del meffet 	ch’ella è agiunta del misfatto 	538
524	que l’en li met sus : 	che l’uomo le mette suso. 	539
525	si l’ont jugiee, 	Si-ll’anno giudicata, 	540
526	ce m’est vis, 	ciò m’è aviso, 	541
527	a ardoir le matin 	ad ardere domattina, 	542
528	et por ce qu’il m’en membroit, 	e per ciò che me ne ricordo, 	543
529	or em ploroie je si durement, 	ora quand’io vo vidi piagnea io si duramente, 	544
530	kar certes ele estoit une des plus cortoises damoiseles ! del monde et une des plus vaillans. — 	ché certo ella era una delle più belle |e delle più cortesi damigelle del mondo 	545|546
		e una delle più valentri». 	547
531	Or me dites, 	Or mi dite, 	548
532	damoisele, 	damigella, 	549
533	fet Lancelos, 	disse Lancellotto, 	550
534	et s’ele trovoit demain 	s’ella trovasse domane 	551
535	qui la deffendist, 	chi ne la difendesse, 	552
536	dont ne seroit ele quite del jugement 	dunque non sarebbe ella cheta del giudicamento 	553
537	que l’en a fet ? — 	che l’uomo l’à fatto? - 	554
538	Sire, 	Sire, 	555
539	fet ele, 	disse ella, 	556
540	je ne sai. — 	i' non sO. — 	557
541	Et est ce, 	Est ciò, 	558
542	fet il, 	diss’elli, 	559
543|544	gaires loing |que ele est ? — 	guari lungi dov’ella est? — 	560
545	Sire. 	Sire, 	561
546	fet ele, 	disse ella, 	562
547	il n’i a que. VI. lieues englesches. 	e' non ci à |che sei leghe 	563|564
548	Se vos leviés demain matin, 	inghilesche:se vo' vi levate domane mattino 	565
549	vos i seriés ains prime. — 	vo' vi sarete inanzi prima. 	566
550	Ou le porrai je, 	—E ove la potrò io, 	567
551	fet il, 	disse, 	568
552|553	trover ? — |Al chastel a, 	trovare?-Al castello, 	569
554	fet ele, de Floego et cis chemins vos i menra droit, 	diss’ella, di Fleego, |e questo camino vo' vi menerà tutto diritto 	570|571
555	se vos le volés tenir. — 	se voi il volete tenere. — 	572
556	Or vos commant a Dieu, 	Or vo comando a dDio, 	573
557|558	damoisele », |fet il. 	damigella, diss’ell». 	574
559	Si s’em part atant 	Si si parte atanto, 	575
560	et cele s’en vet faisant son duel. 	ed ella se ne va faccendo suo duolo, 	576
561	Et il chevalche 	ed e' cavalca tanto 	577
562	tant qu’il vint fors de la forest, 	che viene fuori della foresta, 	578
563	si vit devant lui une maison de religion 	si vide davanti lui una magion di riligion. 	579
564	et il torne cele part por herbergier.	Elli torna in quelle parti per albergare 	580
565	Et quant il i vint, 	e quand’e' vi viene, 	581
566	si trueve a la porte IlII. des freres 	si truova alla porta quatro de' frati di là entro 	582
567	qui ja avoient chanté complie 	che avieno già cantato compieta 	583
568	et estoient venu hors? al serain; 	e erano venuti di fuori al sereno. 	584
569|570	si saillent encontre lui |por fere descendre 	S salgono incontro a-llui per lui discendere 	585
571	et dient 	e dicono 	586
572	que bien soit il venus; 	che bene sia elli venuto; 	587
573	si le font entrer laiens 	sì 'l fanno entrare là entro 	588
574	et li demandent 	e lo domandano 	589
575	s’il a mengié, 	s’egli à mangiato, 	590
576	et il dist que nenil, 	ed e' dice che non, 	591
577	et il font erraument mettre la table, 	ed e' fanno isnellamente mettere le tavole, 	592
578	mais il dist 	ma e' dice 	593
579	qu’il ne mengera 	che non mangerà davanti 	594
580	devant qu’il ait esté al mostier, 	ch’egli abbia stato nel mestieri, 	595
581	lar il n’i entra hui. 	ché non v’entrò tre giorni avea. 	596
582	Lors entre en l’eglise. 	Allora entrò nella chiesa per adorare, 	597
583	por orer et en ce qu’il se fu agenoilliés, 	e'n ciò che si fu aginocchiato, 	598
584	si regarde a destre 	si riguarda a destra 	599
585	et voit unes prones d’argent trop richement fetes a floretes d’or et a oisials et a bestes, 	e vide uno intagliamento d’argento |troppo riccamente fatto a fioretti d’oro e a uccelli e a bestie, 	600|601
		e di dentro avea v. cavalieri armati. ? 	602
		Elli isguarda lo ntagliamento, 	603
586	et dedens avoit V. chevaliers armés, les hialmes es testes, les espees es mains, 	che troppo est ricco, molto lungamente, |si vide ch’e cavalieri avieno gli elmi in testa, le spade in mano, 	604|605
587	ausi apresté de deffendre 	altresi aprestati d’asalire 	606
588	que se l’en les volsist asaillir. 	come se l’uomo gli dovesse manomettere. 	607
589	De ce se merveilla molt Lancelos ; 	api ciò si maraviglia molto Lancellotto, 	608
590	si se drece erraument 	si diriza isnellamente 	609
591	et vet cele part, 	e va in quelle parti, 	610
592	si salue les chevaliers 	si saluta i cavalieri, 	611
593	et il dient 	e dicono 	612
594	que bien soit il venus. 	che ben sia elli venuto. 	613
		Ed elli entra di dentro el chiuso, 	614
		ov'era lo nta. 	615
		elli ella glio, 	616
595	Et il entre dedens les prones par un petit huisselet a et esgarde les prones 	per un piccolo uscio di ferro, |e guarda lo ntaglio 	617|618
596	qui tant sont riches 	che tanto est ricco 	619
597	qu’il ne cuide pas 	che non crede passo 	620
598	que nus rois les peust esligier; 	che nullo re il potesse fare fare, 	621
599	puis voit delés les chevaliers une tombe, la plus riche 	e vide dallato il cavaliere una tomba, |la più ricca 	622|623
600	qui onques fust fete par home, 	ch’unque fosse veduta per huomo, 	624
601	kar ele ert tote d’or fin a chieres pierres precioses 	ch’ell’era tutto d’oro fine a pietre pretiose 	625
602	qui molt valoient miels d’un grant roialme. 	che più valieno d’uno gran reame. 	626
603	Se la tumbe fu de grant bialté, 	Se-lla tomba fu di gran biltà, 	627
604	nient ne monte la bialtés envers la richece 	niente fu della biltà |inverso la riccheza 	628|629
605	dont ele estoit 	dond’ella era piena e Pntorniata, 	630
606	et avec ce estoit ele la greignor 	e con esso ciò era ella la magiore 	631
607	que Lancelos eust onques veue : 	che Lancellotto avesse unque veduta. 	632
		Molto lungamente riguarda Lancellotto la tomba 	633
		che troppo gli sembia oltragiosamente piena di gran riccheza, 	634
		si sarebbe a suo aviso al re Artù, 	635
608	si se merveille molt 	e molto si maraviglia 	636
609	qui puet estre li princes 	chio può essere el principe 	637
610	qui dedens fu mis. 	che di dentro fu messo. 	638
		Quand’egli à molto isguardato, 	639
611	Il demande as chevaliers 	si domanda e cavalieri 	640
612	qui sont iluec. « 	che fanno nel luogo. 	641
613|614	Sire, |font il, 	Sire, dicono elli, 	642
615	nos gardons le cors 	noi guardiamo il corpo 	643
616	qui en ceste tumbe est. 	che in questa tomba giace 	644
617	qu'il n’en soit portez fors de çaiens; si somes. V. 	che no ne sia portato fuori di qua entro; |sì siamo qui v. 	645|646
618	por garder le de jors, par nuit en i a autres. V. 	per lui guardare ciascuno giorno, |e per la notte ce n’à altri cinque 	647|648
619	qui font autretel servise 	che fanno altrettale servigio 	649
620	comme nos faisons de jors. — 	come noi facciamo il giorno. — 	650
621	Et por quoi, 	E perché, 	651
622	fet Lancelos, 	disse Lancellotto, 	652
623	avez vos poor 	avete voi paura 	653
624	qu’il n’en soit portés? — 	che non ne sia tratto? — 	654
625	Sire, 	Sire, 	655
626	font il, 	dicono elli, 	656
627	por ce que uns des freres de çaîens 	per ciò che uno de frati di qua entro, 	657
628	qui molt est preudom et de sainte vie nos dist n’a encor gaires 	che molto est produomo e di santa vita, |no disse, 	658|659
		non à ancora guari, 	660
629	que uns chevaliers vendroit ceste part 	ch’uno cavaliere verebbe in queste parti 	661
630	qui a force l’en osteroit 	ch’a forza ne l trarebbe 	662
631	et fors de cest païs l’en feroit porter. 	e 'l manderebbe fuori di questo paese, 	663
632|633	Et nos, gens de ceste terre, |voldrions miels morir 	a nostri occhi vegendo. E noi di questa terra voremo meglio morire 	664
634	qu’il fust remués d’entre nos : 	che fosse rimutato di tra noi, 	665
635	por ce si le gardons 	perciò si l guardiàn noi, 	666
636	issi com vos veez, 	insi come vo' vedete, 	667
637	lar li preudom i nos dist 	ciascuno giorno e ciascuna notte, |ché l produomo no disse 	668|669
638	que li chevaliers ne demoreroit pas 	che l cavaliere non dimorebbe passo a venire». 	670
639	qu’il ne venist — 	o! ee- 	671
640	Or me dites. 	Or mi dite, 	672
641	fet Lancelos, 	disse Lancellotto, 	673
642	ne fu cil molt haus princes 	non è quelli molto alto principe 	674
643	a cui l’en fist si haute sepulture? — 	a cui l’uomo fece si ricca sepoltura? - 	675
644|645	Sire, |font cil, 	ire, dicono elli, 	676
646	haus hom fu il et riches; 	alto huomo fu elli e ricco, 	677
647	avec ce qu’il fu haus 	e con tutto che fu alto huomo de più del mondo, 	678
648	hom fu il li plus preudom 	fu elli el più produomo 	679
649	qui onques fust a son tens. — 	ch’unque fosse a suo tempo. 	680
650	Ha, 	—Ha!, 	681
651	Diex, 	Iddio, 	682
652	fet Lancelos, 	disse Lancellotto, 	683
653	qui fu il ?— 	chi fu elli? — 	684
654	Sire, 	Sire, 	685
655	font il, 	dicono elli, 	686
656	se vos conoissiés letres, 	se vo' conoscete lettere, 	687
657	veoir le porriés, 	sapere il potete per tempo, 	688
658	kar ses nons est escris el chief de cele lame. » 	ché suo nome est scritto nel capo di quella lama». 	689
659	Lors va Lancelos cele part, 	Iiol Allor va Lancellotto in quelle parti, 	690
660	si regarde les letres 	si riguarda le lettere grandi e spatiose, |formate di fino oro, 	691|692
661	qui dient: « 	che dicieno: 	693
662	Ci gist Galehout li fiz a la Jaiande, 	“Qui giace Galeotto, il figliuolo della Bella Gigante, 	694
663	li sires des Lointaignes Isles a, 	il signore de-lLontane Isole 	695
664	qui por l’amor de Lancelot morut. » 	che per l’amore di Lancellotto mori . 	696
665	Et quant il vit ce, 	E quand'e vede ciò, 	697
666	si chiet pasmés 	si cadde ispasimato 	698
667	et gist grant piece a terre sans mot dire; 	e giacque gran peza a terra |sanza motto dire. 	699|700
668	et li chevalier le corent relever, 	E cavalieri il corsono a rilevare, 	701
669|670	si se merveillent molt |qu’il puet estre. 	si si maravigliarono molto tutti chi egli può essere, 	702
671|672	Et quant il revint de pasmison, |si s’escrie: « 	e quand’e' può rivenire di spasimagione, si grida: 	703
673|674	Ha, las! |Quel dolor et quel damage!» 	«A!, lasso, qual dolore e quale damaggiob. 	704
675	Et lors fiert l’un poing en l’autre 	Allor fiede l’uno pugno a l’altro 	705
676	et esgratine son viaire 	e sgraffia suo viso, 	706
677	si qu’il en fet le sanc salir de totes pars, 	sicché ne fa il sangue salire di tutte parti, 	707
678	si se prent as chevels 	e si prende e dirappa e be' capelli, 	708
679	et se fiert grans cops del poing en mi le front et en mi le pis 	e si fiede gran pugni |nel miluogo della faccia e nel miluogo del petto, 	709|710
680	et crie si durement 	e grida si duramente 	711
681	qu’il n’i a celui 	che non v’à colui 	712
682	qui tote pitiés n’en preigne; 	che tutta piatà non abbia. 	713
683	si se laidenge et maldit l’ore 	Si si ladeggia e maladice l’ora 	714
684	qu’il fu nes 	che fu nato, 	715
685|686	et dit: « |Ha, 	e dice: 	716
687|688	Diex ! |Quel damage, 	Al, quale damaggio 	717
689	quel perte del plus preudome del monde 	e quale perdita del produomo del mondo 	718
690|691	qui mors est por le plus vil chevalier |et por le plus malvés 	ch’è morto per lo più malvagio cavaliere del mondo 	719
692	qui onques fust ! 	e ch’unque fosseb. 	720
693	Tant fet Lancelos grant duel 	anto fa Lancellotto gran duolo 	721
694	que tuit cil de laiens le vienent regarder a merveille; 	che tutti que di là entro el vengono a risguardare a maraviglia, 	722
695	si li demandent 	sillo domandano 	723
696	qui il est 	chi egli è, 	724
697	et il ne puet mot dire, ains crie totes voies 	ed e' non lor può motto dire, |anzi grida tuttavia 	725|726
698	et se debat et descire. 	e si dibatte |e si ditira e si distorce. 	727|728
699	Quant il a son duel demené grant piece, 	E quand’egli à suo duolo dimenato gran peza, |sicché tutto est lasso, 	729|730
700	si regarde les letres 	elli isguarda le lettere 	731
701	qui dient 	che dicieno 	732
702	que por lui est mors Galehout; 	che per lui era morto Galeotto. 	733
		e potesse huomo vedere isbigotito e sperduto 	734
703	si dist 	si s’à fedito di molti gran colpi nella faccia, |ma nella fine dice elli 	735|736
704	que or seroit il trop malvés, 	che or si tiene elli troppo malvagio, 	737
705	s’il ausi ne moroit por 	’elli altresi non muore per lui. 	738
706	lui:si saut maintenant jus des prones 	Si salta immantanente fuori del chiuso 	739
707	et pensa 	e disse 	740
708	qu’il iroit querre s’espee 	ch’elli andrà a chiedere sua spada, 	741
709	et qu’il s’en ocirroit, 	e disse |che se n’ucidrà, 	742|743
710	kar ausi avoit ele esté Galehout a, 	ch’altresi avea ella stata di Galeotto. 	744
711	Et maintenant qu’il fu issus del mostier, 	E mmantanente ch’elli fu uscito del monistero, 	745
712	si encontra une des damoiseles del Lac, 	sì incontrò una damigella di Lac, 	746
713	cele qui a Boort avoit parlé devant le chastel de Honguefort 	quella che a Boordo avea parlato davanti il castello d’Unguelforte; 	747
714	et ele le conuit bien, 	e ella il cognoscea bene, 	748
715	si le prent par le pan de la cote 	si l prende per lo panno della cotta 	749
716	et l’areste. « 	e l’aresta. 	750
717	Qu’est ce ? 	Che est ciò?, 	751
718	fet ele. 	diss’ella. 	752
719	Ou alés vos ensi ? — 	Ove andate voi insi: — 	753
720|721	Ha, |damoisele, 	Hal, diss’elli, 	754
722|723	fet il, |laissiés moi mes dolors finer, 	lasciateme mio dolor finire, 	755
724	kar jamés n’avroie joie ne repos en cest siecle. — 	ché giamai non arò gioia né pace in questo secolo. 	756
725	Parlés, 	—Parlate a me!, 	757
726|727	fet ele, |a moi. » 	disse ella», 	758
728	Et il ne li dit mot, 	ed e non le fa motto, 	759
729|730	ains se lance outre |si qu’il li eschape des mains. 	anzi si lancia oltre si che-lle ismuccia delle mani. 	760
731	Et quant ele l’en vit aler, 	Equand’ella ne l vide andare, 	761
732	si li crie: « 	si-llo grida: 	762
733	Je vos deffent, 	«d’ vo difendo, 	763
734	fet ele, 	diss’ella, 	764
735	par la rien 	per la cosa 	765
736	que vos plus amez en cest monde 	che vo' più amate nel mondo, 	766
737	que vos n’ailliés 	che vo non andiate più avanti 	767
738	avant tant que vos aiés parlé a moi. » 	infino a tanto che vo' non avete parlato a meb. 	768
739	Et il s’areste, 	Ed e' s’aresta, 	769
740	si la regarde 	si-lla risguarda, 	770
741	et quant il la conut, 	e quand’e' la conosce, 	771
742|743	si li dist |que bien soit ele venue. « 	si dice che bene sia ella venuta. 	772
744	En non Dieu, 	A nome di Dio, 	773
745	fet ele, 	diss'ella, 	774
746	vos me deuissiés fere plus bele chiere 	vo mi dovreste fare più bella cera 	775
747	que vos ne me fetes, 	che vo' non fate, 	776
748|749	al mains |por ce que je sui messages vostre dame del Lac. — 	ch’almeno sono io messaggio di vostra dama di Lacco! 	777
750|751	Ha, |damoisele, 	—Hal, damigella, per Dio, 	778
752|753	fet il, |por Dieu ne vos poist, 	non vo ne pesil 	779
754	certes je ai tant de dolor 	Certo, |i’' ò tanto dolore 	780|781
755	que nus for Diex ne me porroit conforter, 	che nullo fôrse lddio |non mi potrebbe riconfortare, 	782|783
756	ne a ne cuidiés 	né non credere passo 	784
757	que jamés aie joie por aventure 	ch’io giamai abia gioia per aventura 	785
758	qui me puist avenir. — 	che possa avenire. 	786
759|760	En non Dieu, |fet ele, 	—eA nome di Dio, diss’ella, 	787
761	si avrois. 	si arete. 	788
762|763	Escotez |que ma dame vos mande. —	Ascoltate che mia dama vo manda. — 	789
764|765	Or dites, |fet il. — 	Or dite, damigella, diss’elli. — 	790
766	Ele velt, 	Ella vuole, 	791
767	fet ele, 	diss’ella, 	792
768	que vos ostés le cors Galehout de caiens 	che voi traiate il corpo di Galeotto |di qui e l fate portare, 	793|794
		in quello medesimo vasello 	795
769	et le fetes porter en litiere en la Dolerose Garde 	ov'egli è, |nel castello della Dolorosa Guardia. 	796|797
770	et iluec soit mis en la tombe meismes 	Nel luogo sia messo nella tomba medesima 	798
771	ou vos trovastes vostre non escrit; 	ove vo' trovaste vostro nome iscritto, 	799
772	et ele le velt ensi, 	ch’ella il vuole insi, 	800
773	por ce qu’ele set bien 	per ciò ch’ella sa bene 	801
774	que en cel lieu sera vostre cors enterrez. » 	che n quello luogo sarà vostro corpo sotterrato». 	802
775	Et quant il l’ot, 	E quand’e' l’ode, 	803
776	si en est molt liés 	sì n’è molto lieto 	804
777	et dist 	e dice 	805
778	que molt li sont ces noveles plaisans, 	che molto gli sono queste novelle piacenti, 	806
779	kar tot ensi le fera il ; 	ché tutto insì il farà elli. 	807
780|781	puis demande |comment sa dame le fet. « 	Poscia domanda come sua dama il fa. 	808
782|783	Par foi, |fet ele, 	Per fé, diss’ella, 	809
784|785	ele a esté. |VIlI. jors deshaitiee trop durement, 	ella à stata otto giorni disatata troppo duramente, 	810
786	kar ele trova en son sort, 	ch’ella trovò in sue sorte, 	811
787	si com ele meismes me dist puis, 	si come ella medesima mi disse poscia, 	812
788	que si tost com vos troveriés la tombe Galehout, 	che sì tosto come vo' trovereste la tomba di Galeotto 	813
789	que vos vos ocirriés de duel, 	vo' voi uccidereste di duolo 	814
790	se vos n’estiés destornez. 	se vo non ne fosse distornato, 	815
791	Por ce m’envoia ele ça a grant besoing, 	e perciò mi mandò ella qua a gran bisogno. 	816
792	si vos mande 	i vo manda 	817
793	que vos laissiés le duel ester, 	che voi lasciate el duolo stare, 	818
794	qu’il ne vos puet fere se nuire non, 	ché non voi può fare se nuocer non, 	819
795	et vos prie par la rien 	e vo priega per la cosa 	820
796	que vos plus amés 	che vo' più amate in questo mondo 	821
797	que vos al plus bel 	che voi al più bello 	822
798	que vos porrois vos reconfortés, 	che vo' potete vo vo confortate. 	823
799	et se vos ensi ne le fetes, 	E se voi insì nol faceste, 	824
800	bien sachiés 	ben sapiate 	825
801	que al premier besoing 	che nel primaio affare 	826
802	que vos avrois de li, 	che voi arete bisogno di lei, 	827
803	ele vos faudroit. » 	ella voi fallerebbe». 	828
804	Et il dist 	Ede' dice 	829
805	qu’il se confortera, 	che si conforterà, 	830
806	puis qu’ele le velt. « 	poscia ch’ella vuole. 	831
807	Or vos covient, 	v~Or vo conviene, 	832
808	fet ele, 	diss’ella, 	833
809	vos armes prendre, 	vostre armi prendere, 	834
810	kar je voi bien 	ch’io so bene 	835
811	qu’il ne le vos en lairont mie en pes porter 	che l’uomo non voi lascerebbe mica in pace portare 	836
812	tant com il le porront deffendre.» 	tanto com’elli il potranno difendere». 	837
813	Et il dist 	Ed e' dice 	838
814|815	qu’il i morroit |ançois qu’il ne l’ostast de laiens; 	che ne morebbe inanzi che non ve 'l traesse di là entro, 	839
816	si se vet armer 	si si va ad armare. 	840
817	et la damoisele vient tantost as chevaliers 	E la damigella viene tantosto là entro |e disse a' cavalieri 	841|842
818	qui gardoient la tombe, 	che guardavano la tomba: 	843
819	si lor dist: « 		
820|821	Seignor, |fet ele, 	Signori, diss’ella, 	844
822	volés vos destorner 	volete vo' distornare 	845
823	ce qu’il covient estre a force ?» 	ciò che conviene essere a forza?». 	846
824	et demandent 	Ed e' domandarono 	847
825	por quoi ele le dist. « 	perch’ella el diceva. 	848
826|827	Je le di, |fet ele, 	¿''l dico, diss’ella, 	849
828	por le cors 	per questo corpo 	850
829	que vos gardez 	che vo' guardate, 	851
830	et si savés bien 	si sapete bene 	852
831	qu’il en sera ostez. — 	che ne sarà tratto. — 	853
832	Non sera, 	Non sarà, damigella, 	854
833	font il, 	dicono elli, 	855
834	que nos puissons. — 	tanto come noi possiamo. 	856
835	En non Dieu, 	—etA nome di Dio, 	857
836	fet ele, 	diss’ella, 	858
837	si iert, 	si fia, 	859
838	et bien sachiés, 	ché ben sapiate 	860
839|840	fet ele, |que cil est venus 	che colui est venuto 	861
841	qui l’en ostera. 	che ne l trarà, 	862
842	Et se vos le contredites, 	e se voi gliel contradite, 	863
843	vos en morrois tuit: 	voi ne morete tutti; 	864
844	por ce vos vendroit il miels 	perciò vo varebbe elli meglio 	865
845	que vos le laississiés atant, 	che voi il lasciaste atanto 	866
846	ains que vos vos en façois ocirre. » 	inanzi che vo' voi facciate uccidere». 	867
847	Et cil dient 	Ed e'rispondono 	868
848	que ja tant com il soient vif 	che già tanto come sieno vivi 	869
849	n’en sera portés. « 	non ne sarà portato, 	870
850	Et bien sache, 	ee ben sappiate, 	871
851	font il, 	dicono elli, 	872
852	li chevaliers 	il cavaliere 	873
853	qui venus est por avoir le, 	ch’è venuto per lui avere, 	874
854|855	que s’il estoit encore plus preus |que Lancelos n’est, 	se fosse ancor più pro' che Lancellotto, 	875
856	si n’en menra il point. — 	no ne menerà elli punto. — 	876
857|858	Or verrons, |fet ele, 	Or vedrete, diss’ella, 	877
859	comment il vos en avendra. » 	come voi averra». 	878
860	A ces paroles vint laiens Lancelos tos armés 	A queste parole |entrò là entro Lancellotto tutto armato, 	879|880
861	et quant li chevalier le voient venir, 	e quando i cavalieri il vidono venire, 	881
862	si li demandent 	si l domandano 	882
863	qu’il velt fere. « 	che vuol fare. 	883
864|865	Je vueil, |fet il, 	to voglio, diss’elli, 	884
866	avoir le cors 	avere il corpo 	885
867	qui laiens est. — 	che là entro est inserrato. — 	886
868	Par foi, 	Per fé, 	887
869	font il, 	dicono elli, 	888
