410	dont le vous dirai iou 	dont ie uos dirai ge. 	413
411	IL fu voirs 	Il est uoirs 	414
412	que melyagans li fiex au roy baudemagu ala a la cort au roy artu 	que meleagant li fiz le roi bademagu ala oan a la cort le roi artu. 	415
413	pour la royne genieure conquiere. 	Por la roine reconquerre |ce il peust. 	416|417
414	Et endementres fist tant vne damoisele 	et andementiers fist tant une damoisele 	418
415	qui sa suer estoit. 	qui estoit suers meleagan: 	419
416|417	que elle geta lancelot de prison dune tour |ou il estoit mis : 	que ele ieta lanc̃ dune tor ou meleagans lauoit mis en prison. 	420
418	iou ne sai porcoi 		
419|420	Ouant elle lot deliure. |si le tint aueques li. 	et puis lenuoia a la cort le roi artu 	421
421|422	tant quil fu garis |Car moult auoit eu mesaise en la prison. 	ou il ocit .mel̾. 	422
423	Et Io puis quant il fu garis 		
424|425	si lenvoia a la cort au roy artu |ou il ochist melyagant chou sauons nous bien. 	ci sauons nos ore bien. 	423
426	Mais si tost que si parent le sorent 	mais si tost com cil parent sorrent 	424
427	que elle auoit lancelot gete de prison 	que ele auoit iete lanc̾ de prison; 	425
428	Si distrent 	si dirrent 	426
429	que elle lauoit fet pour melyagant ocirre 	que ele lauoit fait por mes. ocirre. 	427
430	Si le pristrent a force et locoisonnerent de sa mort. 	Si la prissent a force |et locoisonent de sa mort. 	428|429
431	Et distrent 	et dirent 	430
432	que se elle ne trouuast 	que cele ne trouoit 	431
433	qui len deffendist 	qui la desfandit 	432
434	que on feroit de li autel iustice 	quil feroient de li iustice 	433
435	com on deueroit faire de femme 	tele com len deuoit faire de fame 	434
436	qui son frere auoit ocis. 	qui son frere ocist. 	435
437	Et elle dist 	et ele dist 	436
438	quele le trouueroit bien 	que le troueroit bien |qui la desfanderoit. 	437|438
439|440	Si mist iour dun cheualier amener auant. |pour li desfendre. 	Si mist ior damener .i. cheualier por li desfandre. 	439
441	Si sen est puis pourchascie en pluisors lieus. 	Si cest puis porchacie en plusors lieus. 	440
442	mais onques ne troua cheualier 	mais onques ne troua cheualier 	441
443	qui sez armes en osast prendre encontre celui 	qui ses armes en ossast prandre encontre celui 	442
444	qui apelee len auoit. 	qui apelee len auoit. 	443
445	Ore est la chose tant alee 	Or si est tant la chose alee 	444
446	que li iors fu atermines a hui. 	que li iors fu A termines a hui. 	445
447	si na trouue nul desfendeour 	Si ne trueue la pucele nul desfandeor. 	446
448	Et pour chou dient li vn et li autre 	et por ce dient et li un et li autre 	447
449	quele est atainte del mesfait 	que ele est atainte dou meffait : 	448
450	que on li a mis sus. 	que len li met sus. 	449
451	si lont iugiee lal ardoir le matin. 	Si lont iugie ce mest uis le matin a ardoir. 	450
452|453	Et pour chou |quil men ramenbroit ore ploroie iou 	et por ce quil men menbroit ore ploroie ge si durement. 	451
454	Car elle estoit vne des plus hautes damoiseles del monde et des plus uaillans 	Car certes ele est une des plus cortoises damoileles dou monde |et une des plus uaillans. 	452|453
455|456	CAr me dites |dont damoisele fait lancelot. 	Or me dites damoisele fait lanc̃. 	454
457	se elle trouoit demain 	se le trouoit 	455
458	O qui le desfendist dont: 	qui la desfendist 	456
459	ne seroit elle quite del iugement. 	dont ne seroit ele quite del iugement 	457
460	Sire fait elle iou ne sai. 	que len li a fait. sire fait ele ie ne sai. 	458
461	Et est chou fait il loing de ci. 	et esse fai il gaires long. 	459
462|463	Sire fait elle il |ni a que vi lieues englesches. 	sire il ni a que .ui. lieues englesches. 	460
464	Se vous moues demain matin vous y seres dedens prime 	se uous leuiez demain matin uus i seriez ains tierce. 	461
465	Et ou le porroie iou fait il trouuer. 	Ou la porroie ge fait il trouer. 	462
466	En la forest fait elle de floregas. 	Au chastel fait ele de floego. 	463
467	Et chis chemins vous y menra tot droit 	et ciz chemins uos i merroit 	464
468	se vous le saues tenir 	se uos le uoliez tenir. 	465
469	Or vous commanch iou a dieu damoisele fait il. 	Or uos comant a dieu damoisele |fait il. 	466|467
470	si sen torne atant. 	si sen part. 	468
471	Et cele sen uait faisant son doel. 	et sele sen ua faisant son duel. 	469
472	Et lancelot cheualche 	et il cheuauche 	470
473	tant que il vint hors de la forest. 	tant quil uient fors de la forest. 	471
474	si voit deuant lui vne maison de religion. 	Si uoit deuant lui une maison de religion. 	472
475	si torne cele part pour herbergier. 	et il torne cele part por herbreger. 	473
476	Et quant il vint la si trouua. ij. freres 	et quant il i est uenus si trueue a la porte iiii freres. 	474
477	qui auoient cante complie. 	qui ia auoient chantee complie 	475
478	Si estoient venu au serain. 	et estoient uenu au serain. 	476
479	si saillent sus encontre lui 	Si saillent encontre lui 	477
480	por lui desarmer. 	por liu dessandre. 	478
481|482	et dient |que bien soit il venus. 	Oroient que bien soit il uenus. 	479
483	si le font entrer laiens 	sire font entrer laiens. 	480
484	et li demandent sil manga hui. 	et li demandent cil a mengue 	481
485	Et il dist 	et il dit 	482
486	que nenil. 	que nennil. 	483
487|488	Et il font maintenant metre la table a lor sergans et la nape ; |et puis le pain et le vin dessus. 	et il font erraumet mestre la la table. 	484
489	Et il dist 	mais il dit 	485
490	quil ne mangera mie deuant 	quil ne mangera deuant 	486
491|492	ce quil ait este el moustier. |si y dira sez orisons. 	quil ait este en mostier. 	487
493	Car il ni auoit hui este. 	Car il ni entra encor hui. 	488
494	Lors sen entre en leglise pour orer. 	Lors entre lanceloz en lesglise por orer 	489
495|496	Et en ce quil su a genoillons |si regarde deuers destre partie 	et en ce quil se fu agenoilliez si garde a destre 	490
497	et voit. j. prones de fer et dargent moult bien faites a flor cestes: 	si uoit unes prones de fer dargent trop richemet faites et florestes dor. 	491
498	dor et a bestes et a oisiaus de diuerses manieres 	et a oisiax et a bestes. 	492
499|500	et dedens auoit. v. Cheualiers armes de toutes armes |si com de heaumes en testes et despees es mains 	et dedans auoit u.. cheualiers tous armes les hiaumes laciez les espees es mains ausi aprestes de desfandre: 	493
501|502	et aussi pres de euls desfendre |que se on les volsist assaillir. 	comme se len les uosist asaillir. 	494
503	Ne chou sesmerueille moult lancelot. 	Si se meruilla mout lanc̃. 	495
504	et se drece em pies 	si se dresce erraument. 	496
505|506	si vait cele part |et salue lez cheualiers. 	et ua cele part et salue les cheualiers. 	497
507	Et il li dient 	et il dient 	498
508	que bien soit il venus. 	que bien soit il uenus . 	499
509	Et lancelot entre dedens les prones 	et il entre dedens les prones par .i. petit usselet. |et esgarde les prones 	500|501
510	qui tant sont beles et riches. 	qui tant sont riches 	502
511	Et regarde lez prones 		
512	quil ne quide pas 	quil ne cuide pas 	503
513	que vns roys lez peust esligier. 	que uus rois les poist eligier. 	504
514	Et voit deles lez cheualiers 		
515|516	vne tombe la plus riche |que onques fust ueue de nul cheualier 	et puis uoit deles les cheualiers une tonbe la plus riche qui onques fust ueue. par home . 	505
517	Car elle estoit toute de fin or a pierres precieuses 	Car ele ert tote dor fin a pierres precieusez 	506
518	qui valoient. j. grant royalme. 	qui plus ualoient dun roiamne. 	507
519	Et se la tombe estoit de grant biaute. 	et dee la conbe fu de grant biaute. 	508
520	noient fu de la grant rikece 	Noiant monte a la richesce 	509
521	dont elle estoit. 	dont ele estoit. 	510
522	Et auec tout chou estoit elle la plus grande 	et auec ce estoit ele la grignors 	511
523	quil eust ao onques mais veue. 	que lanc̃. ueist onques. 	512
524	Si sen est trop merueillies 	Si se merueille mout 	513
525	qui li princes pooit estre 	qui pot estre li princes 	514
526	qui illueques estoit mis 	qui dedens fu mis. 	515
527	Et il demande as cheualiers 	si demande as cheualiers 	516
528	que il font illueques. 	que il font illuec. 	517
529	Sire font il nous gardons le cors 	Sire font il nos garoons le cors 	518
530	qui chi gist en ceste tombe 	qui est dedens ceste tonbe 	519
531|532	quil nen soit portes de chaiens. |Si sommes. v. 	que il nen soit portes hors de saiens. 	520
533|534	por lui garder cascun ior. |Et la nuit en y a autres. v. 	Si i somes .u. por le garder chascun ior. et par nuit en i a autre .u. 	521
535	qui font autretel seruice 	qui font autretel seruise 	522
536	comme nous faisonz de ior. 	com uos faisons de ior. 	523
537	Et de coi aues vous paor fait lancelot. 	et porcoi fait lanc᷑. auez uos pa our |que il nen soit portes. 	524|525
538	Sire font il vnz des freres de chaiens 	SIre font il |por ce que uns freres de saiens 	526|527
539|540	qui moult est de sainte vie |Nous dist na encore gaires 	qui est mout preudoms et de sainte uie nos dit na encore gaires 	528
541	que vns cheualiers vendroit chaiens 	que uns cheualiers uandroit ceste part 	529
542	qui par sa force len osteroit. 	qui a force len osteroit. 	530
543	et le feroit mener hors de cest pais. 	et fors de cest pais len feroit porter 	531
544	Et nos gens de ceste terre voldroient miex morir 	et nos gens de ceste terre uodriens miex morir 	532
545	quil fust remues dentre nous. 	quil fust remuez dantre nous. 	533
546	Et por chou le gardons nous ensi comme vous vees. 	porce si le gardons ensi com uos ueez. 	534
547	car li preudom nous dist 	Car li preudons nos dit 	535
548	ke li cheualiers ne demourroit pas 	quil ne demorroit mie: 	536
549	ke il ne uenist 	quil ne uenit. 	537
550	Or me dites fait lancelot. 	Or me dites fuit 	538
551	et ne fu cils cheualiers moult haus homs 	lanc̃ ne fu cil mout riche princes 	539
552	a qui on fist ceste sepulture. 	a cui si riche sepouture fu faite. 	540
553	Sire font il haus homs fu il et riches. 	Sire font a haus hons et riches fu il. 	541
554	Et auec chou fu il li plus preudoms 	et li plus prendons 	542
555	qui fust a son tamps. 	qui onques fust a son tans. 	543
556	Ha : 	Ha: 	544
557	diex fait lancelos 	diex |fait il 	545|546
558	qui fu il. 	qui fu il. 	547
559	Sire font il 	Sire font il 	548
560|561	se vous connissies point de lettres |vous poes bien sauoir 	se uos quenoisiez lestre sauoir le poez 	549
562|563	qui il fu. |Car ses nons est escris el chief de ceste lame. 	Car ses nons est escris el chief de cele lame. 	550
564|565	ors uait lancelot cele part |et trueue les lettres 	Lors ua lanc̃. cele part et regardent les lestres 	551
566	qui disoient. 	qui dient: 	552
567	Chi gist Galehols li fils a la bele iaiande li sires dez lontaignes illes 	ci gist Gał̾ li fiz a la bele iaiende des longainnes illes et li sires de sorelois. 	553
568	qui por lamor de lancelot del lac morut 	qui por lanmor lanc̃. del lac morut. 	554
569	Et quant il voit chou 	et quant il uoit ce |si chiet pasmez 	555|556
570|571	si chiet a terre tous pasmes |et iut grant piece sans dire mot. 	et gist grant piece a terre sans madire. 	557
572|573	Et li cheualier coerent a lui |por e lui releuer 	et li cheualier le corent releuer. 	558
574	qui moult sesmerueillent 	si se merueille mout 	559
575	qui il poet estre. 	que il puet 	560
576|577	Et quant il est reuenus de pasmisons. |si dist ha : 	estre.et quant il reuient de pasmissons si sescrie. 	561
578	diex quel doel et quel damage et quel anui. Lors fiert lun poing sor lautre. 	halas quel dolor et quel damage. |et lors fiert lun pong a lautre 	562|563
579	et esgratine son visage. 	et esgratine son uiaire. 	564
580	si quil en fait le sanc saillir. 	et or fait le sanc de totes pars saillir. 	565
581	Si se prent par ses cheueus 	Si se prant as cheuex 	566
582	et se fiert del poing grans cops en mi le vis. 	et se fiert grant corx del pong el fronc |et enmi le piz. 	567|568
583	et pleure si durement 	et crie si durement 	569
584	que il ni a celui 	qul ni a celui 	570
585	qui nen ait pitie. 	qui pitie nen prangne. 	571
586	Si laidenge et maudist leure 	et maudit leure quil fu nez 	572
587	que il onques fu nes 	et dit ha diex 	573
588	quant si preudoms est mors pour lui 	que perte et quel dammage del plus preudome del |monde.qui mors est por le plus uil cheualier 	574|575
589	Moult fait lancelot grant doel et grant cri. 	et por li plus mauuais del monde. |Tant fait Lanceloz grant cri et grant plain 	576|577
590	et tant que cil de laiens le regardent a meruelles 	que tuit cil de laiens le uon esgarder. 	578
591	Si li demandent 	Si li demandent 	579
592	qui il est. 	qui il est. 	580
593	Et il ne lor pot mot dire 	et il ne lor uost mo dire 	581
594	ains pleure toutes voies et se debat et deschire. 	ains crie totesuoies |et se debat et dessire. 	582|583
595	Et quant il ot grant piece son doel mene. 	et quant il a son duel mene grant piece. 	584
596	Si regarde les lettres 	et il regarde les lestres 	585
597	qui dient 	qui dient 	586
598	que pour lui morut Galeholt. 	que por lui est mors Galehoz 	587
599	Lors dist 	si dit 	588
600	que trop seroit maluais 	que or seroit il trop mauuais 	589
601	sil ne moroit Ie aussi pour lui. 	se il ausi ne moroit por lui. 	590
602|603	Si saut maintenant hors dez prones |et pense 	Si saut mainteuaut hors des prones et panse 	591
604	quil yroit querre sespee. 	que il ira querre sespee 	592
605	et quil sen ochirra 	et quil sen ocirra 	593
606	Et maintenant quil fu hors del moustier. 	car ausi auoit ele este Gal̾. |maintenant que lanc̃ fu fors del mostier 	594|595
607	si encontra la damsolisele sa la damel del lac. 	Si encontre une damoisele del lac. 	596
608	Cele qui a bohort auoit parle deuant le castel de hongrefort. " 	Celi qui a beh̾. auoit parle deuant le chastel de honguefort. 	597
609	et elle le connoist bien. 	et ele le quenut bien. 	598
610	si le prent par le poing et lareste. 	Si le prant par le pan de la coste et lareste. 	599
611|612	Que est che fait elle ou ales vous ensi. |ha : 	Que esce fait ele ou alez uos ainsint. ha; 	600
613|614	damoisele |fet il laissies moi mes dolors acomplir. 	damoisele fait il laissiez moi mes dolors finer. 	601
615	Car iamais naurai ioie ne repos. en cest siecle. 	Car iamais nauroye ioie ne repos : |en cest siecle. 	602|603
616	parles a moi fait elle. 	Parles a moi fait ele	604
617	Et il ne respont nul mot. 	et il ne dit mot 	605
618	ains se lance outre 	ains se lance outre. 	606
619	si quil li escape des mains 	si quil li eschape del mains. 	607
620	Et quant elle len voit ainsi aler. 	Et quant ele len uoit aler 	608
621	Si dist. 	si li escrie. 	609
622	Sire iou vous desfent par la riens 	Ie uous desfan fait ele par la riens 	610
623	que vous plus ames en chest siecle. 	que uos plus amez en monde; 	611
624	que vous nales auant deuant 	que uos nales auant iusqu 	612
625	que vous aies parle a moi. 	atant que uos aiez parle a moi. 	613
626|627	Et il sareste |et le regarde 	Lors sareste si la regarde 	614
628	et le connoist 	et quant il la quenoit 	615
629	et li a dit 	si li dit 	616
630	que bien soit elle venue 	que bien soit ele uenue. 	617
631	En Non dieu sire fait elle 	En non dienu fait ele uos me deussiez 	618
632	vous me deussies faire plus bele chiere. 	Sire mout plus bele chiere 	619
633	que vous ne faites. 	que uos ne faites au mains 	620
634	Au mains pour ce que iou sui a ma dame del lac. 	por ce que ie sui mesage uostre dame del lac. |ha: 	621|622
635|636	la vostre dame, |Damoisele fet lancelot 	damoisele fait il por dieu ne uos poist. 	623
637	or ne vous poist 	Certes ie ai tantes dolors |que nus fors dieu ne men porroit reconforter. 	624|625
638	et ne quidies mie 	Ne ne cuidiez pas 	626
639	que iou aie iames ioie. 	que ie iamais aie ioe: 	627
640	pour auenture 	por auanture 	628
641	qui me puist auenir. 	qui me puit auenir. 	629
642|643	Enon dieu fet elle |Si aures 	En non dieu fait ele si aurois. 	630
644	Ore escoutes 	escotes 	631
645	que ma dame vous mande. 	que madame uos mande. 	632
646	Elle vous mande 	Or dites fait il. |Ele wet 	633|634
647	que vous ostes le cors Galehot de chaiens 	que uos ostes le cors Gal̾ de saiens 	635
648	et len faites porter a la ioieuse garde. 	et len faites porter en litiere. |a la dolereuse garde el chastel. 	636|637
649	et illueques soit mis en la tombe 	et illuecques soit mis en terre en la tombe 	638
650	ou vous trouastes uostre non escrit	meismes ou uos trouastes uostre non escrit. 	639
651	Et elle le vseut a ensi pour chou quele sest bien 	Car ele wet ainsi. |por ce que ele set bien 	640|641
652	que en celui meisme lieu sera vostres cors enterres. 	que illuec sera uostres cors enterres. 	642
653|654	Et quant lancelot entent chou |Isi est moult lies. 	et quant il ot se si en est mout liez. 	643
655	et dist 	et dit 	644
656	que moult li sont ches noueles fplaisans 	que mout li sont ses noueles plaisans. 	645
657	car toutl ensi le fera il. 	Et tout ainsi le fera il. 	646
658	Puis demande conment 	pius demande 	647
659	que sa dame le fait. 	comment sa dame le fait. 	648
660|661	Par foi fait elle. |Madame a estet. viii. iours mallade mout durement. 	Par foi fait ele ele a este .uiii. iorls deshaitie. 	649
662	Car ellle trouusa en son sort 	Car ele troua en son sort 	650
663	si comme elle msa puis dit. 	si com ele me dit 	651
664	que si tost que vous trouueries la tombe gallehot 	que si tost com uos trouerrez la tombe Gal̾. 	652
665	Ique uous uous ochiries de dolel 	que uos uous ocirriez de duel. 	653
666|667	se uous nen esties destournes. |Et pour cou menuoia elle a grant besoing cha. 	se uos nen estiez trestornez et porce menuoia la a grant besong. 	654
668	si uous mande 	si uos mande 	655
669|670	que uous laissies |che doel ester 	que uos laissiez le duel ester. 	656
671	car il ne uous puet faire se nuire non. 	Car il ne uous puet aidier de nuire non. 	657
672	Et uous prie par la riens 	et uos prie par la rien 	658
673	que vous plus ames 	que uos plus amez en se monde 	659
674	que au plus bel 	que uos au plus bel 	660
675	que vous poes vous en deportes. 	que uus porrois uos reconfortes. 	661
676|677	Et se vous ne le faites ensi. |bien sachies 	Et se uos ainsi nel fasiez bien sachiez 	662
678	que a la premiere fois. 	que au premier afaire 	663
679|680	que vous aures mestier de li. |elle vous faudra. 	que uos ariez de li ele uos faudroit. 	664
681	Et il dist 	et il dit 	665
682	quil sen comfortera 	que ore se confortera il 	666
683	puis que elle le veult. 	puis que madame le wet. 	667
684|685	Or vous commant |dont que vous prendes vos armes 	OR uos couuient fait ele uos arme prandre. 	668
686	Car iou sai bien 	Car ie sai bien |que cil 	669|670
687	que li cheualier ne vous lairont mie le cors emporter. 	qui le gardent nel uos |la iront pas en pais porter 	671|672
688	tant comme il le porront desfendre. 	tant comme il le puissent desfandre. 	673
689	Et il dist 	Et il dit 	674
690	quil en morront tuit. 	que il i morroit ansois 	675
691	aincois quil ne lemport de laiens. 	que il lait laiens. 	676
692	si se vait armer demaintenant. 	Si sen ua armer. 	677
693	Et lors sen uient la damoisele as cheualiers 	et la damoisele uient tandiz as cheualiers 	678
694	qui gardoient la tombe 	qui le gardoient 	679
695	et lor dist 	et lor dit. 	680
696|697	Segnor |vous voles vous desfendre 	Signor fait ele uolez uous destorner 	681
698	de ce quil couuient estre a forche. 	ce que il couient auenir par force |et il li demandent 	682|683
699	Et iou le vous di por le cors 	por coi ele le dit. |gel di fait ele por cel cors 	684|685
700	que vous gardes. 	que uos Gardes. 	686
701	Car vous saues bien 	et si sauez bien 	687
702	quil en sera ostes. 	que il en sera ostes. 	688
703	Non sera font cil 	no sera font il 	689
704	tant comme nous porrons. 	que nos puissons. 	690
705	Enon dieu fait elle 	par foi fait ele si sera. 	691
706|707	si sera quar cil est uenus |qui len ostera 	que ciz est uenus 	692
708	Et se vous le contredites vous en morres tout. 	qui lostera et se uos le contredites |uos i morres tuit. 	693|694
709	Et por chou vous uenist il miex. 	et porte uos uodroit il miex 	695
710	que vous le laississies 	que uos le laissisiez atant. 	696
711	atant enmener lque uous vous en feissies ocirre. 	Ains que uos uous en laisisiez ocirre. 	697
712	Et cill dient 	et cil dient 	698
713|714	que ia tant comme il soient vif : |nen sera portes. 	que ia tant comme il soient uif nen sera portes. 	699
715	Et bien sache font il li cheualiers 	et bien saichent font il li cheualiers 	700
716	qui uenus est pour sauoir 	qui uenus et por lauoir 	701
717	quel sil estoit plus preu encore que la lancelot ne soit. 	que cil estoit encore plus preus que lanc̃. 	702
718	si ne lenmenroit il point 	nest nen manra il point. 	703
719	Or uerrois fait elle 	Se uerrez uos fait ele 	704
720	comment il vous en lauenra. 	coment il uos en auanra iusquaa nagaires 	705
721	ces paroles uient laiens lancelot tous armes 	A ces paroles uint laiens lanc̃. tous armez 	706
722	Et quant li cheualier le uoient uenir 	Et quant li cheualier le uoient uenir 	707
723	si li denandent 	si li demandent 	708
724	que il ueullt. 	que il wet faire. 	709
725	ie ueul fait il auoir le cors 	ie weil fait il auoir le cors 	710
726	qui llaiens est. 	qui saiens est. 	711
727|728	Par foi font il vous ne laures mie |pour noient nous 	Par foi font il uos ne laures pas por noiant. 	712
729	y morrons aincois que vous lenportes. 	donc i morrons ansois tuit |que uous lemportoit. 	713|714
730	Au morir fait il estes vous tout uenu 	Au morir fait il estes uos tuit 	715
731	puis que a mainz nen voles passer. 	puis que au mains ne uos en uolez souffrir. 	716
732	Cil sont dedens les prones. 	Lors saut dedens les pronez. 	717
733	et il lor cort sus maintenant. 	et cil li corrent sus 	718
734|735	Et cil a lui quar arriere le quiderent faire flatir |pour paor de morir. 	car arreres le cuident faire flatir por paour de mort 	719
736|737	si le fierent |la ou il le porent ataindre. 	si le fierent par la ou il pueent ataindre 	720
738	Et il auoit en la main lespee toute nue. 	et il ot el poing lespee nue. 	721
739	si lor doune grans cops et pesans. 	si lor done grant cox et pesans 	722
740	Et fiert si le premier quil encontre 	et fiert le premier |quil puet encontre si durement: 	723|724
741	que por coiffe ne pour heaume ne remainst 	que por hiaume ne por la coiffe ne remaint 	725
742	que il ne li mete lespee iusques au tesstje. 	que il ne li meste lespee iuscau test. 	726
743	Et il le hurte si labat a terre. 	Si le hurte desor |et labat a terre. 	727|728
744	Et li autre as lassalent moult ireement. 	et lors saillent tuit li autre 	729
745	et le fierent sor son heaume et sor son hauberc. 	si li deprirent son haubert et son escu et son hiaume. 	730
746	si quil li derrompent en pluisours lieus. 	et le blecerent en plusors lieus. 	731
747	Mais il ne li chaut de chose 	Mais il ne len chaut de rien. 	732
748	quil li fachent. 	Car tant est dolens 	733
749	quar tant est dolans que nus plus. 	que nus plus ne puet estre. 	734
750	si lor laisse corre par grant ire lor donne de lespee grans cops 	Si lor laisse corre par grant ire. |et lordone de lespee si grant cox 	735|736
751	si que tous les fait guenchir deuant lui. 	que toz les fait guenchir auant lui. 	737
752	lors esgarde et voit vn dez. iiij. 	Lors esgarde de celui des qͣtre 	738
753	qui plus li fait mal a son essient. 	que miex le faissoit a son essianc. 	739
754	Et il estoit moult grans 	et cil estoit mout grans cheualiers 	740
755	et moult fors. et lancelos 	et mout fors. |et lanc̾ 	741|742
756	qui le vient ataignant li donne sor le heaume tel cop 	qui le uient atangnant li done parmi le hiaume si grant cop. 	743
757	quil en fait le fu saillir. 	que il en fait le fen saillir. 	744
758	et lespee glache 	et lespee glace 	745
759	qui ne fu mie de droit ferue. 	qui droit ne fu pas ferue. 	746
760	si descent sor la droite espaulle au cheualier. 	Si li descent desous la senestre espaule. |et li cox fu grans 	747|748
		et par ire feruset bien i parut 	749
761	si que li bras kai a tout lespee sor le pauement. 	que lespee cola parmi lespaule au cheualier. |Si que li bras atout lespee chai seur le pauement. 	750|751
762	Et cil trebuche a terre 	et cil trebuche a terre 	752
763	qui se pasme de langoisse 	et se pasme: |de langoisse 	753|754
764	quil sent. 	que il sent. 	755
765	Et lors sont moult esmaie li autre troi. 	Et lors sont mout esmaiet li autre trois. 	756
766	et font moult maluais 	Si font mout mauuais sanblant daus desfandre. 	757
767	samblant daus desfendre pour le grant cop 	por le grant cop 	758
768|769	quil ont veu. |et pour lespee 	quil ont ueu et por lespee 	759
770|771	que cascuns de euls a sentue iusques au sanc.|Et lancelot 	que chascuns daus a sentie iussqua sanc. et lanceloz 	760
772	qui pas ne se recroit en fiert vn amont sor le heaume. 	qui ne recroit pas lor cor sus. |et en fiert .i. amont el hiaume 	761|762
773	quil le fait flatir a terre dambes. ij. lez paumes. 	si quil le fait flatir a teree. danbedeus les paumes 	763
774	Et quant li autre doi voient chou. 	et quant li autre dui uoient ce: 	764
775	si tornent en fuies. 	si corret᷑ uers luis 	765
776	Et lancelot ataint le daarrain 	et uiennent a garison. |et lanc̃ uient atangnant 	766|767
777	si le fiert par entre se lescu et le col. 	et en fiert a grant uue par entre lescu et le bras 	768
778	Si quil li trenche le bras 	si quil li tranche le poing. 	769
779	et li escus chiet a terre. 	et li escus chiet a terre. 	770
780	Et cil torne en fuies 	et sil torne en fuie 	771
781	qui mahaignies se sent. 	qui afolez ce sent. 	772
782	Et lancelot reuient a lautre 	et lanc̃ uient a lautre 	773
783	qui ia se releuoit. 	que ia se releuois. 	774
784	si li donne si grant cop 	si le fiert de lespee si grant cop 	775
785	que il li fait voler le heaume de la teste en le place. 	que le hiaume li fait uoler en pieces. 	776
786	Et quant il sent son chief descouuert. 	et quant cis sent son chief nu: 	777
787	si li crie merci 	Si crie merci 	778
788	et dist 	et dit 	779
789	quil ne lochie mie 	quil ne locie pas. 	780
790	quar il est prest de sa volente faire. 	Car il est pres de sa uolente faire. |sans contredit 	781|782
791	Lors te couuient 	Or te couient 	783
792|793	dont fai lancelot afiancer |fait il 	dont a fiencier fait lanc̃. 	784
794	que tu le cors monseignor Galeholt conduiras a la ioieuse garde 	que tu le cors Galeh̾. condiuras a la dolereuse garde. 	785
795	Et y soies 	et illuec le feras garder 	786
796	tant que iou y uiengne. 	tant que ie i uaigne. 	787
797	Et se on te demande 	et se lon te demande 	788
798	qui ti envoie. 	qui ti enuoie: 	789
799	Si di 	Si diras 	790
800	que cil ti envoie 	que cil 	791
801	qui ot lez blanches armes le iour 	qui ot les armes blanches. |le ior 	792|793
802	que li castiaus fu conquis 	que li chastiax fu conquis 	794
803	Et cil li fiance 	et cil li fiance 	795
804	que ensi le fera il AN tel maniere 	que tout ainsi le fera il. 	796
805	com vous oies conquist lancelot le cors Galeholt.		
806|807	Et lors y quant il ot au cheualier fait fianchier a faire sa volente. |si prent le lame par le gros chief. 	Lors prent lanc̃. la lemme par le plus gros chief. 	797
808|809	si le tire par si grant force. |que a poi quil ne sest tous derrompus. 	si la tire de si grant force que a pou quil ne se desront tous. 	798
810	Si que li sans vole parmi le nes. et parmi la bouche 	Si que li sans li uole parmi le nes et parmi la boche 	799
811	Et li cors li tressue de langoisse 	et li cors li sue dangoisse 	800
812	que il en a. 	mais portoie la destresce ne remaint |que il nait la tombe leuee en haut. 	801|802
813	Mais nulle dolors 	mais nule dolors 	803
814	quil ait eue ne monte riens a celi 	que il eust onques ne monte sur rien. 	804
815	quil ot 	A cele que il ot 	805
816	quant il vit le cors Galeholt arme 	quant il uit le cors Galehot. 	806
817	tout ensi com il estoit. 	ensi arme con il estoit. 	807
818	Si troua lespee deles lui 	si troua lespee deles lui 	808
819	qui tant estoit bele et boine et sans faille de lespee 	qui mout estoit bele et bone. |et sans faille de lespee 	809|810
820	se fust il ocis 	meismes ce fust il ocis 	811
821	se la damoisele ne li eust desfendu 	se la damoisele ne li eust tolue. 	812
822	quar elle li osta lespee de sez mains. 		
823	Lors fist lancelot vne biere de fust. 	Lors fait lanc̃. |faire une biere de fust 	813|814
824	et le fist courir del plus riche paile de laiens 	et la fait courir des plus biax pailes de laiens 	815
825	Et quant il lot atorne au plus richement quil pot. 	et quant il lot atornre au plus richement |que il pot. 	816|817
826|827	si li dist li cheualiers |qui le deuoit mener, 	Li cheualiers prisons dit si fait 	818
828	Sire fait il. 		
829|830	che seroit boin. |que nous mouissons de nuit. 	il se len mouoit tout de nuit se seroit sens. 	819
831|832	pourcoi fait lancelot. |pour chou fait il 	Por ce fait il 	820
833	que se li cheualier de chest pais le sauoient 	que ce li cheualier de cest pais sauoient 	821
834	que on len deust emporter. 	que on le deust laiens porter: 	822
835	il feroient gaitier lez trespas 	il feroient garder les trespas. 	823
836	Si quil seroit arrestes en aucun lieu. 	si que il seroit arester en aucun lieu. 	824
837	Et pour chou vous loeroie iou 	et porce loeroie 	825
838	quil meust orendroit. 	ie que il meust orendroit. 	826
839	Car il seroit eslongies. X. lieues 	Car il seroit bien eslongiez .xx. lieues Galesches 	827
840	ains quil fust iors. 	ains quil fust iors. 	828
841	Et il si acorde bien. 	et il si acorde bien. 	829
842	si fait mettre le litiere sor. ij. palefrois. 	Si mestent la biere seur ii cheuaus anblans. 	830
843	Et emportent ensi Galeholt hors de la maison 	et enportent ainsi Galeh̾. fors de la religion. 	831
844	Si en ont li frere grant doel 	Si en font li frere mout grant duel 	832
845	de ce que on lemporte. 	et mout en sont dolent. 	833
