374	Ensi remestrent cele nuit laiens. 	lnsi rimasono la notte là entro, 	452
375	et lendemain 	e al mattino, 	453
376	quant il virent le ior 	si tosto com'elle vidono il giorno, 	454
377|378	sen alerent |et partirent del castel. 	si levarono e si partirono dal castello, 	455
379	et entrerent en la queste del cheualier 	si entrarono nella chesta del loro cavaliere. 	456
380	Mais ore laisse li contes a parler daus et de bohort 	Ma or lascia il conto |atanto a parlare di loro e di Boordo 	457|458
381	et retorne a parler de lancelot del lac. 	e ritorna a parlare di Lancellotto, 	459
382	si comme il entra en la forest de la sapine 	là ov’elli est entrato nella foresta di Sapernic, 	460
383	si comme li contes a deuise. 	si come il conto à divisato. 	461
384	Ne dist li contes 	Gran caldo, 	462
385	que trop grant chaut fist celui ior 	ciò dice il conto, |fece il giorno 	463|464
386	que lancelot fu entres en la forest de la sapine 	che Lancellotto entrò nella foresta di Sarpenic, 	465
387	Et por chou ne remest il mie 	e per ciò e' non rimase passo 	466
388	quil ne cheualchast iusques a nonne 	che non cavalcasse infin qua a nona, 	467
389	Si li auint 	si gli avenne insi 	468
390	ensi quil nencontra ne homme ne femme iusques a uespres. 	che non incontrò huomo né femina insino a vespero. 	469
391	Mais lors sans faille 	?Ma allora sanza fallo, 	470
392	si comme il dut issir de la forest 	si come dovea uscire della foresta 	471
393	si encontra vne damoisele 	che tutto giorno gli avea durata, |si incontrò elli una damigella 	472|473
394	qui moult faisoit grant doel. 	che molto facea gran duolo, 	474
395	si cheualchoit vn moult riche palefroy 	e cavalcava in uno palafreno nero |a molto ricca sambuca 	475|476
396	a vn moult cointe lorain 	e a molto bella sella dell’opera d’Inghilterra |e a molto ricco freno, 	477|478
397	et a vne sele dengletere 	uno capelletto foderato di zendado in sua testa per lo caldo. 	479
398	Il salue la damoisele 	E'saluta la damigella 	480
399	et elle li rent son salut. 	ed ella gli rende suo saluto molto cortesemente. 	481
400	Damoisele fet il 	Damigella, |disse Lancellotto, 	482|483
401	sil vous plaisoit iou sauroie volentiers 	ch’or mi dite ora 	484
402	pourcoi vous plores. 	perché vo piagnete? — 	485
403	Sire certes dist elle 	Certo, sire, diss’ella, 	486
404	se iou y qui doie auoir aucun preu iou le vous diroie 	s’i vi credesse avere pro, si 'l vo dire' io. — 	487
405	Damage fait il 	Damaggio, |disse Lancellotto, 	488|489
406	ni aurois vous ia se dieu plaist. 	non ci arete vo' già, |se Dio piace, 	490|491
407	Dites le moi par tel conuent 	ma ditelme per convento 	492
408	que se iou vous puis aidier a esclairier vostre cuer iou le ferai a mon pooir. 	che, s’i vo ne posso aiutare o consigliare, |io vo n’atrò di tutto mio podere. — ll 	493|494
409	Enon dieu sire fet elle 	A nome di Dio, |diss’ella, 	495|496
410	dont le vous dirai iou 	dunque il vo dirò io. 	497
411	IL fu voirs 	Egli è vero 	498
412	que melyagans li fiex au roy baudemagu ala a la cort au roy artu 	che Meleagante, il figliuolo del re Bando di Maguzo, |andò uguanno alla corte del re Artù 	499|500
413	pour la royne genieure conquiere. 	per la reina Ginevra conquidere, |se potesse. 	501|502
414	Et endementres fist tant vne damoisele 	eE dimentre, |fece tanto una damigella 	503|504
415	qui sa suer estoit. 	ch’era sua serocchia 	505
416	que elle geta lancelot de prison dune tour 	ch’ella gittò Lancellotto di Lac d’una torre 	506
417	ou il estoit mis : 	ove Meleagante l’avea messo in pregione, 	507
418	iou ne sai porcoi 	non so perché.	508
419	Ouant elle lot deliure. 	Quand’ella l’ebbe dilivero, 	509
420	si le tint aueques li. 	si l tenne con esso lei non so quanto, 	510
421	tant quil fu garis 	tanto ch’ella el guari, 	511
422	Car moult auoit eu mesaise en la prison. 	ché molto avea avuto misaggio nella prigione. 	512
423	Et Io puis quant il fu garis 	Quand’e fu tornato a guarigione, 	513
424	si lenvoia a la cort au roy artu 	sillo inviò alla corte del re Artù, 	514
425	ou il ochist melyagant chou sauons nous bien. 	ov’elli uccise Meleagant, |ciò sapiamo noi ora bene. 	515|516
426	Mais si tost que si parent le sorent 	Ma si tosto come i parenti di Meleagante seppono 	517
427	que elle auoit lancelot gete de prison 	ch’ella avea tratto di pregione Lancellotto, 	518
428|429	Si distrent |que elle lauoit fet pour melyagant ocirre 	sì dissono ch’ella l’avea fatto per Meleagante uccidere, 	519
430	Si le pristrent a force et locoisonnerent de sa mort. 	si-lla presono a forza |e la cagionarono di sua morte, 	520|521
431|432	Et distrent |que se elle ne trouuast 	e dissono che, s’ella non trovasse chilla difendesse, 	522
433|434	qui len deffendist |que on feroit de li autel iustice 	ch’elli farebono giustitia di lei 	523
435	com on deueroit faire de femme 	si grande come l’uomo dee fare di femina 	524
436	qui son frere auoit ocis. 	che suo fratello uccide. 	525
437	Et elle dist 	Ed ella disse 	526
438	quele le trouueroit bien 	ch’ella il troverebbe bene |chi ne la difenderebbe, 	527|528
439|440	Si mist iour dun cheualier amener auant. |pour li desfendre. 	sì ànno messo giorno d’a- menare uno cavaliere per lei difendere, 	529
441	Si sen est puis pourchascie en pluisors lieus. 	si se n’è poscia procacciata in più luogora, 	530
442	mais onques ne troua cheualier 	ma unque non trovò ancor cavaliere 	531
443	qui sez armes en osast prendre encontre celui 	che sue armi osasse imprendere incontro a colui 	532
444	qui apelee len auoit. 	che apellato l’à. 	533
445	Ore est la chose tant alee 	IOr si è tanto la cosa andata 	534
446	que li iors fu atermines a hui. 	che 'l giorno est aterminato a oggi, 	535
447	si na trouue nul desfendeour 	si non à ancor trovato la pulcella difenditore, 	536
448	Et pour chou dient li vn et li autre 	e perciò dicono gli uni e gli altri 	537
449	quele est atainte del mesfait 	ch’ella è agiunta del misfatto 	538
450	que on li a mis sus. 	che l’uomo le mette suso. |Si-ll’anno giudicata, 	539|540
451	si lont iugiee lal ardoir le matin. 	ciò m’è aviso, |ad ardere domattina, 	541|542
452	Et pour chou 	e per ciò che me ne ricordo, 	543
453	quil men ramenbroit ore ploroie iou 	ora quand’io vo vidi piagnea io si duramente, 	544
454	Car elle estoit vne des plus hautes damoiseles del monde et des plus uaillans 	ché certo ella era una delle più belle |e delle più cortesi damigelle del mondo 	545|546
		e una delle più valentri». 	547
455	CAr me dites 	Or mi dite, 	548
456	dont damoisele fait lancelot. 	damigella, |disse Lancellotto, 	549|550
457	se elle trouoit demain 	s’ella trovasse domane 	551
458	O qui le desfendist dont: 	chi ne la difendesse, 	552
459	ne seroit elle quite del iugement. 	dunque non sarebbe ella cheta del giudicamento 	553
		che l’uomo l’à fatto? - 	554
		Sire, 	555
460	Sire fait elle iou ne sai. 	disse ella, |i' non sO. — 	556|557
		Est ciò, 	558
461	Et est chou fait il loing de ci. 	diss’elli, |guari lungi dov’ella est? — 	559|560
462	Sire fait elle il 	Sire, |disse ella, 	561|562
463	ni a que vi lieues englesches. 	e' non ci à |che sei leghe 	563|564
464	Se vous moues demain matin vous y seres dedens prime 	inghilesche:se vo' vi levate domane mattino |vo' vi sarete inanzi prima. 	565|566
465	Et ou le porroie iou fait il trouuer. 	—E ove la potrò io, |disse, 	567|568
466	En la forest fait elle de floregas. 	trovare?-Al castello, |diss’ella, di Fleego, 	569|570
467	Et chis chemins vous y menra tot droit 	e questo camino vo' vi menerà tutto diritto 	571
468	se vous le saues tenir 	se voi il volete tenere. — 	572
469	Or vous commanch iou a dieu damoisele fait il. 	Or vo comando a dDio, |damigella, diss’ell». 	573|574
470	si sen torne atant. 	Si si parte atanto, 	575
471	Et cele sen uait faisant son doel. 	ed ella se ne va faccendo suo duolo, 	576
472	Et lancelot cheualche 	ed e' cavalca tanto 	577
473	tant que il vint hors de la forest. 	che viene fuori della foresta, 	578
474	si voit deuant lui vne maison de religion. 	si vide davanti lui una magion di riligion. 	579
475	si torne cele part pour herbergier. 	Elli torna in quelle parti per albergare 	580
476	Et quant il vint la si trouua. ij. freres 	e quand’e' vi viene, |si truova alla porta quatro de' frati di là entro 	581|582
477	qui auoient cante complie. 	che avieno già cantato compieta 	583
478	Si estoient venu au serain. 	e erano venuti di fuori al sereno. 	584
479|480	si saillent sus encontre lui |por lui desarmer. 	S salgono incontro a-llui per lui discendere 	585
481	et dient 	e dicono 	586
482	que bien soit il venus. 	che bene sia elli venuto; 	587
483	si le font entrer laiens 	sì 'l fanno entrare là entro 	588
484	et li demandent sil manga hui. 	e lo domandano |s’egli à mangiato, 	589|590
485|486	Et il dist |que nenil. 	ed e' dice che non, 	591
487|488	Et il font maintenant metre la table a lor sergans et la nape ; |et puis le pain et le vin dessus. 	ed e' fanno isnellamente mettere le tavole, 	592
489	Et il dist 	ma e' dice 	593
490	quil ne mangera mie deuant 	che non mangerà davanti 	594
491	ce quil ait este el moustier. 	ch’egli abbia stato nel mestieri, 	595
492|493	si y dira sez orisons. |Car il ni auoit hui este. 	ché non v’entrò tre giorni avea. 	596
494	Lors sen entre en leglise pour orer. 	Allora entrò nella chiesa per adorare, 	597
495	Et en ce quil su a genoillons 	e'n ciò che si fu aginocchiato, 	598
496	si regarde deuers destre partie 	si riguarda a destra |e vide uno intagliamento d’argento 	599|600
497|498	et voit. j. prones de fer et dargent moult bien faites a flor cestes: |dor et a bestes et a oisiaus de diuerses manieres 	troppo riccamente fatto a fioretti d’oro e a uccelli e a bestie, 	601
499	et dedens auoit. v. Cheualiers armes de toutes armes 	e di dentro avea v. cavalieri armati. ? |Elli isguarda lo ntagliamento, 	602|603
500	si com de heaumes en testes et despees es mains 	che troppo est ricco, molto lungamente, |si vide ch’e cavalieri avieno gli elmi in testa, le spade in mano, 	604|605
501	et aussi pres de euls desfendre 	altresi aprestati d’asalire 	606
502	que se on les volsist assaillir. 	come se l’uomo gli dovesse manomettere. 	607
503	Ne chou sesmerueille moult lancelot. 	api ciò si maraviglia molto Lancellotto, 	608
504	et se drece em pies 	si diriza isnellamente 	609
505	si vait cele part 	e va in quelle parti, 	610
506	et salue lez cheualiers. 	si saluta i cavalieri, 	611
507	Et il li dient 	e dicono 	612
508	que bien soit il venus. 	che ben sia elli venuto. 	613
509	Et lancelot entre dedens les prones 	Ed elli entra di dentro el chiuso, |ov'era lo nta. 	614|615
510	qui tant sont beles et riches. 	elli ella glio, |per un piccolo uscio di ferro, 	616|617
511	Et regarde lez prones 	e guarda lo ntaglio |che tanto est ricco 	618|619
512	quil ne quide pas 	che non crede passo 	620
513	que vns roys lez peust esligier. 	che nullo re il potesse fare fare, 	621
514	Et voit deles lez cheualiers 	e vide dallato il cavaliere una tomba, 	622
515	vne tombe la plus riche 	la più ricca 	623
516	que onques fust ueue de nul cheualier 	ch’unque fosse veduta per huomo, 	624
517	Car elle estoit toute de fin or a pierres precieuses 	ch’ell’era tutto d’oro fine a pietre pretiose 	625
518	qui valoient. j. grant royalme. 	che più valieno d’uno gran reame. 	626
519	Et se la tombe estoit de grant biaute. 	Se-lla tomba fu di gran biltà, |niente fu della biltà 	627|628
520	noient fu de la grant rikece 	inverso la riccheza |dond’ella era piena e Pntorniata, 	629|630
521	dont elle estoit. 	e con esso ciò era ella la magiore |che Lancellotto avesse unque veduta. 	631|632
522	Et auec tout chou estoit elle la plus grande 	Molto lungamente riguarda Lancellotto la tomba |che troppo gli sembia oltragiosamente piena di gran riccheza, 	633|634
523	quil eust ao onques mais veue. 	si sarebbe a suo aviso al re Artù, 	635
524	Si sen est trop merueillies 	e molto si maraviglia 	636
525	qui li princes pooit estre 	chio può essere el principe 	637
526	qui illueques estoit mis 	che di dentro fu messo. |Quand’egli à molto isguardato, 	638|639
527	Et il demande as cheualiers 	si domanda e cavalieri 	640
528	que il font illueques. 	che fanno nel luogo. 	641
529	Sire font il nous gardons le cors 	Sire, dicono elli, |noi guardiamo il corpo 	642|643
530	qui chi gist en ceste tombe 	che in questa tomba giace 	644
531	quil nen soit portes de chaiens. 	che no ne sia portato fuori di qua entro; 	645
532	Si sommes. v. 	sì siamo qui v. 	646
533	por lui garder cascun ior. 	per lui guardare ciascuno giorno, 	647
534	Et la nuit en y a autres. v. 	e per la notte ce n’à altri cinque 	648
535	qui font autretel seruice 	che fanno altrettale servigio 	649
536	comme nous faisonz de ior. 	come noi facciamo il giorno. — |E perché, 	650|651
537	Et de coi aues vous paor fait lancelot. 	disse Lancellotto, |avete voi paura 	652|653
		che non ne sia tratto? — 	654
538	Sire font il vnz des freres de chaiens 	Sire, |dicono elli, 	655|656
		per ciò che uno de frati di qua entro, 	657
539	qui moult est de sainte vie 	che molto est produomo e di santa vita, 	658
540	Nous dist na encore gaires 	no disse, |non à ancora guari, 	659|660
541	que vns cheualiers vendroit chaiens 	ch’uno cavaliere verebbe in queste parti 	661
542	qui par sa force len osteroit. 	ch’a forza ne l trarebbe 	662
543	et le feroit mener hors de cest pais. 	e 'l manderebbe fuori di questo paese, 	663
544	Et nos gens de ceste terre voldroient miex morir 	a nostri occhi vegendo. E noi di questa terra voremo meglio morire 	664
545	quil fust remues dentre nous. 	che fosse rimutato di tra noi, 	665
546	Et por chou le gardons nous ensi comme vous vees. 	perciò si l guardiàn noi, |insi come vo' vedete, 	666|667
547	car li preudom nous dist 	ciascuno giorno e ciascuna notte, |ché l produomo no disse 	668|669
548	ke li cheualiers ne demourroit pas 	che l cavaliere non dimorebbe passo a venire». 	670
549	ke il ne uenist 	o! ee- 	671
550	Or me dites fait lancelot. 	Or mi dite, |disse Lancellotto, 	672|673
551	et ne fu cils cheualiers moult haus homs 	non è quelli molto alto principe 	674
552	a qui on fist ceste sepulture. 	a cui l’uomo fece si ricca sepoltura? - |ire, dicono elli, 	675|676
553	Sire font il haus homs fu il et riches. 	alto huomo fu elli e ricco, 	677
554	Et auec chou fu il li plus preudoms 	e con tutto che fu alto huomo de più del mondo, |fu elli el più produomo 	678|679
555	qui fust a son tamps. 	ch’unque fosse a suo tempo. 	680
556	Ha : 	—Ha!, 	681
557	diex fait lancelos 	Iddio, |disse Lancellotto, 	682|683
558	qui fu il. 	chi fu elli? — 	684
559	Sire font il 	Sire, |dicono elli, 	685|686
560	se vous connissies point de lettres 	se vo' conoscete lettere, 	687
561	vous poes bien sauoir 	sapere il potete per tempo, 	688
562|563	qui il fu. |Car ses nons est escris el chief de ceste lame. 	ché suo nome est scritto nel capo di quella lama». 	689
564	ors uait lancelot cele part 	Iiol Allor va Lancellotto in quelle parti, 	690
565	et trueue les lettres 	si riguarda le lettere grandi e spatiose, |formate di fino oro, 	691|692
566	qui disoient. 	che dicieno: 	693
567	Chi gist Galehols li fils a la bele iaiande li sires dez lontaignes illes 	“Qui giace Galeotto, il figliuolo della Bella Gigante, |il signore de-lLontane Isole 	694|695
568	qui por lamor de lancelot del lac morut 	che per l’amore di Lancellotto mori . 	696
569	Et quant il voit chou 	E quand'e vede ciò, 	697
570	si chiet a terre tous pasmes 	si cadde ispasimato |e giacque gran peza a terra 	698|699
571	et iut grant piece sans dire mot. 	sanza motto dire. 	700
572|573	Et li cheualier coerent a lui |por e lui releuer 	E cavalieri il corsono a rilevare, 	701
574|575	qui moult sesmerueillent |qui il poet estre. 	si si maravigliarono molto tutti chi egli può essere, 	702
576|577	Et quant il est reuenus de pasmisons. |si dist ha : 	e quand’e' può rivenire di spasimagione, si grida: 	703
578	diex quel doel et quel damage et quel anui. Lors fiert lun poing sor lautre. 	«A!, lasso, qual dolore e quale damaggiob. |Allor fiede l’uno pugno a l’altro 	704|705
579	et esgratine son visage. 	e sgraffia suo viso, 	706
580	si quil en fait le sanc saillir. 	sicché ne fa il sangue salire di tutte parti, 	707
581	Si se prent par ses cheueus 	e si prende e dirappa e be' capelli, 	708
582	et se fiert del poing grans cops en mi le vis. 	e si fiede gran pugni |nel miluogo della faccia e nel miluogo del petto, 	709|710
583	et pleure si durement 	e grida si duramente 	711
584	que il ni a celui 	che non v’à colui 	712
585	qui nen ait pitie. 	che tutta piatà non abbia. 	713
586	Si laidenge et maudist leure 	Si si ladeggia e maladice l’ora 	714
587	que il onques fu nes 	che fu nato, |e dice: 	715|716
588	quant si preudoms est mors pour lui 	Al, quale damaggio |e quale perdita del produomo del mondo 	717|718
589	Moult fait lancelot grant doel et grant cri. 	ch’è morto per lo più malvagio cavaliere del mondo |e ch’unque fosseb. 	719|720
590	et tant que cil de laiens le regardent a meruelles 	anto fa Lancellotto gran duolo |che tutti que di là entro el vengono a risguardare a maraviglia, 	721|722
591	Si li demandent 	sillo domandano 	723
592	qui il est. 	chi egli è, 	724
593	Et il ne lor pot mot dire 	ed e' non lor può motto dire, 	725
		anzi grida tuttavia 	726
594	ains pleure toutes voies et se debat et deschire. 	e si dibatte |e si ditira e si distorce. 	727|728
595	Et quant il ot grant piece son doel mene. 	E quand’egli à suo duolo dimenato gran peza, |sicché tutto est lasso, 	729|730
596	Si regarde les lettres 	elli isguarda le lettere 	731
597	qui dient 	che dicieno 	732
598	que pour lui morut Galeholt. 	che per lui era morto Galeotto. 	733
599	Lors dist 	e potesse huomo vedere isbigotito e sperduto |si s’à fedito di molti gran colpi nella faccia, 	734|735
600	que trop seroit maluais 	ma nella fine dice elli |che or si tiene elli troppo malvagio, 	736|737
601	sil ne moroit Ie aussi pour lui. 	’elli altresi non muore per lui. 	738
602	Si saut maintenant hors dez prones 	Si salta immantanente fuori del chiuso 	739
603	et pense 	e disse 	740
604	quil yroit querre sespee. 	ch’elli andrà a chiedere sua spada, |e disse 	741|742
605	et quil sen ochirra 	che se n’ucidrà, |ch’altresi avea ella stata di Galeotto. 	743|744
606	Et maintenant quil fu hors del moustier. 	E mmantanente ch’elli fu uscito del monistero, 	745
607	si encontra la damsolisele sa la damel del lac. 	sì incontrò una damigella di Lac, 	746
608	Cele qui a bohort auoit parle deuant le castel de hongrefort. " 	quella che a Boordo avea parlato davanti il castello d’Unguelforte; 	747
609	et elle le connoist bien. 	e ella il cognoscea bene, 	748
610	si le prent par le poing et lareste. 	si l prende per lo panno della cotta |e l’aresta. 	749|750
611	Que est che fait elle ou ales vous ensi. 	Che est ciò?, |diss’ella. 	751|752
		Ove andate voi insi: — 	753
612|613	ha : |damoisele 	Hal, diss’elli, 	754
614	fet il laissies moi mes dolors acomplir. 	lasciateme mio dolor finire, 	755
615	Car iamais naurai ioie ne repos. en cest siecle. 	ché giamai non arò gioia né pace in questo secolo. 	756
616	parles a moi fait elle. 	—Parlate a me!, |disse ella», 	757|758
617	Et il ne respont nul mot. 	ed e non le fa motto, 	759
618|619	ains se lance outre |si quil li escape des mains 	anzi si lancia oltre si che-lle ismuccia delle mani. 	760
620	Et quant elle len voit ainsi aler. 	Equand’ella ne l vide andare, 	761
621	Si dist. 	si-llo grida: 	762
622	Sire iou vous desfent par la riens 	«d’ vo difendo, |diss’ella, 	763|764
623	que vous plus ames en chest siecle. 	per la cosa |che vo' più amate nel mondo, 	765|766
624	que vous nales auant deuant 	che vo non andiate più avanti 	767
625	que vous aies parle a moi. 	infino a tanto che vo' non avete parlato a meb. 	768
626	Et il sareste 	Ed e' s’aresta, 	769
627	et le regarde 	si-lla risguarda, 	770
628	et le connoist 	e quand’e' la conosce, 	771
629|630	et li a dit |que bien soit elle venue 	si dice che bene sia ella venuta. 	772
631	En Non dieu sire fait elle 	A nome di Dio, |diss'ella, 	773|774
632	vous me deussies faire plus bele chiere. 	vo mi dovreste fare più bella cera 	775
633	que vous ne faites. 	che vo' non fate, 	776
634	Au mains pour ce que iou sui a ma dame del lac. 	ch’almeno sono io messaggio di vostra dama di Lacco! |—Hal, damigella, per Dio, 	777|778
635	la vostre dame, 	non vo ne pesil 	779
636	Damoisele fet lancelot 	Certo, |i’' ò tanto dolore 	780|781
637	or ne vous poist 	che nullo fôrse lddio 	782
638	et ne quidies mie 	non mi potrebbe riconfortare, |né non credere passo 	783|784
639|640	que iou aie iames ioie. |pour auenture 	ch’io giamai abia gioia per aventura 	785
641	qui me puist auenir. 	che possa avenire. 	786
642	Enon dieu fet elle 	—eA nome di Dio, diss’ella, 	787
643	Si aures 	si arete. 	788
644|645	Ore escoutes |que ma dame vous mande. 	Ascoltate che mia dama vo manda. — 	789
		Or dite, damigella, diss’elli. — 	790
646	Elle vous mande 	Ella vuole, |diss’ella, 	791|792
647	que vous ostes le cors Galehot de chaiens 	che voi traiate il corpo di Galeotto 	793
648	et len faites porter a la ioieuse garde. 	di qui e l fate portare, |in quello medesimo vasello 	794|795
		ov'egli è, 	796
		nel castello della Dolorosa Guardia. 	797
649	et illueques soit mis en la tombe 	Nel luogo sia messo nella tomba medesima 	798
650	ou vous trouastes uostre non escrit	ove vo' trovaste vostro nome iscritto, 	799
651	Et elle le vseut a ensi pour chou quele sest bien 	ch’ella il vuole insi, |per ciò ch’ella sa bene 	800|801
652	que en celui meisme lieu sera vostres cors enterres. 	che n quello luogo sarà vostro corpo sotterrato». 	802
653	Et quant lancelot entent chou 	E quand’e' l’ode, 	803
654	Isi est moult lies. 	sì n’è molto lieto 	804
655	et dist 	e dice 	805
656	que moult li sont ches noueles fplaisans 	che molto gli sono queste novelle piacenti, 	806
657	car toutl ensi le fera il. 	ché tutto insì il farà elli. 	807
658|659	Puis demande conment |que sa dame le fait. 	Poscia domanda come sua dama il fa. 	808
660	Par foi fait elle. 	Per fé, diss’ella, 	809
661	Madame a estet. viii. iours mallade mout durement. 	ella à stata otto giorni disatata troppo duramente, 	810
662	Car ellle trouusa en son sort 	ch’ella trovò in sue sorte, 	811
663	si comme elle msa puis dit. 	si come ella medesima mi disse poscia, 	812
664	que si tost que vous trouueries la tombe gallehot 	che sì tosto come vo' trovereste la tomba di Galeotto 	813
665	Ique uous uous ochiries de dolel 	vo' voi uccidereste di duolo 	814
666	se uous nen esties destournes. 	se vo non ne fosse distornato, 	815
667	Et pour cou menuoia elle a grant besoing cha. 	e perciò mi mandò ella qua a gran bisogno. 	816
668	si uous mande 	i vo manda 	817
669|670	que uous laissies |che doel ester 	che voi lasciate el duolo stare, 	818
671	car il ne uous puet faire se nuire non. 	ché non voi può fare se nuocer non, 	819
672	Et uous prie par la riens 	e vo priega per la cosa 	820
673	que vous plus ames 	che vo' più amate in questo mondo 	821
674	que au plus bel 	che voi al più bello 	822
675	que vous poes vous en deportes. 	che vo' potete vo vo confortate. 	823
676	Et se vous ne le faites ensi. 	E se voi insì nol faceste, 	824
677	bien sachies 	ben sapiate 	825
678	que a la premiere fois. 	che nel primaio affare 	826
679	que vous aures mestier de li. 	che voi arete bisogno di lei, 	827
680	elle vous faudra. 	ella voi fallerebbe». 	828
681	Et il dist 	Ede' dice 	829
682	quil sen comfortera 	che si conforterà, 	830
683	puis que elle le veult. 	poscia ch’ella vuole. 	831
684	Or vous commant 	v~Or vo conviene, 	832
685	dont que vous prendes vos armes 	diss’ella, |vostre armi prendere, 	833|834
686	Car iou sai bien 	ch’io so bene 	835
687	que li cheualier ne vous lairont mie le cors emporter. 	che l’uomo non voi lascerebbe mica in pace portare 	836
688	tant comme il le porront desfendre. 	tanto com’elli il potranno difendere». 	837
689	Et il dist 	Ed e' dice 	838
690|691	quil en morront tuit. |aincois quil ne lemport de laiens. 	che ne morebbe inanzi che non ve 'l traesse di là entro, 	839
692	si se vait armer demaintenant. 	si si va ad armare. 	840
693	Et lors sen uient la damoisele as cheualiers 	E la damigella viene tantosto là entro |e disse a' cavalieri 	841|842
694	qui gardoient la tombe 	che guardavano la tomba: 	843
695|696	et lor dist |Segnor 	Signori, diss’ella, 	844
697	vous voles vous desfendre 	volete vo' distornare 	845
698	de ce quil couuient estre a forche. 	ciò che conviene essere a forza?». |Ed e' domandarono 	846|847
		perch’ella el diceva. 	848
699	Et iou le vous di por le cors 	¿''l dico, diss’ella, |per questo corpo 	849|850
700	que vous gardes. 	che vo' guardate, 	851
701	Car vous saues bien 	si sapete bene 	852
702	quil en sera ostes. 	che ne sarà tratto. — 	853
703	Non sera font cil 	Non sarà, damigella, |dicono elli, 	854|855
704	tant comme nous porrons. 	tanto come noi possiamo. 	856
705	Enon dieu fait elle 	—etA nome di Dio, |diss’ella, 	857|858
706	si sera quar cil est uenus 	si fia, |ché ben sapiate 	859|860
707	qui len ostera 	che colui est venuto |che ne l trarà, 	861|862
708	Et se vous le contredites vous en morres tout. 	e se voi gliel contradite, |voi ne morete tutti; 	863|864
709	Et por chou vous uenist il miex. 	perciò vo varebbe elli meglio 	865
710	que vous le laississies 	che voi il lasciaste atanto 	866
711	atant enmener lque uous vous en feissies ocirre. 	inanzi che vo' voi facciate uccidere». 	867
712	Et cill dient 	Ed e'rispondono 	868
713	que ia tant comme il soient vif : 	che già tanto come sieno vivi 	869
714	nen sera portes. 	non ne sarà portato, 	870
715	Et bien sache font il li cheualiers 	ee ben sappiate, |dicono elli, 	871|872
716	qui uenus est pour sauoir 	il cavaliere |ch’è venuto per lui avere, 	873|874
717	quel sil estoit plus preu encore que la lancelot ne soit. 	se fosse ancor più pro' che Lancellotto, 	875
718	si ne lenmenroit il point 	no ne menerà elli punto. — 	876
719	Or uerrois fait elle 	Or vedrete, diss’ella, 	877
720	comment il vous en lauenra. 	come voi averra». 	878
721	ces paroles uient laiens lancelot tous armes 	A queste parole |entrò là entro Lancellotto tutto armato, 	879|880
722	Et quant li cheualier le uoient uenir 	e quando i cavalieri il vidono venire, 	881
723	si li denandent 	si l domandano 	882
724	que il ueullt. 	che vuol fare. 	883
725	ie ueul fait il auoir le cors 	to voglio, diss’elli, |avere il corpo 	884|885
726	qui llaiens est. 	che là entro est inserrato. — |Per fé, 	886|887
727	Par foi font il vous ne laures mie 	dicono elli, |vo' non l’arete passo per niente: 	888|889
728	pour noient nous 	noi ci moremo in prima tutti 	890
729	y morrons aincois que vous lenportes. 	che voi ne l portiate! 	891
730	Au morir fait il estes vous tout uenu 	—Al morire ne siete voi venuti, 	892
731	puis que a mainz nen voles passer. 	poscia che a meno non ne potete sofferireb. 	893
732	Cil sont dedens les prones. 	i salta di dentro les prone, 	894
733	et il lor cort sus maintenant. 	ed e' gli corrono suso, 	895
734|735	Et cil a lui quar arriere le quiderent faire flatir |pour paor de morir. 	ch’a terra il credono frattire per paura di morire, 	896
736	si le fierent 	si 'l fegono per là 	897
737	la ou il le porent ataindre. 	ov’elli il possono agiugnere. 	898
738	Et il auoit en la main lespee toute nue. 	Ed elli ebbe impugnata la spada ignuda, 	899
739	si lor doune grans cops et pesans. 	si lor dona gran colpi e pesanti, 	900
740	Et fiert si le premier quil encontre 	e fiede el primaio si duramente 	901
741	que por coiffe ne pour heaume ne remainst 	che per l’elmo né per la cuffia del ferro non rimane 	902
742	que il ne li mete lespee iusques au tesstje. 	che non gli metta la spada insin qua alla testa, 	903
743	Et il le hurte si labat a terre. 	ed elli il percuote di sé medesimo, |si-llo abatte a terra. 	904|905
744	Et li autre as lassalent moult ireement. 	Allor salgono molto adiratamente tutti gli altri, 	906
745	et le fierent sor son heaume et sor son hauberc. 	si gli dispezano suo scudo e suo elmo, 	907
746	si quil li derrompent en pluisours lieus. 	e suo asbergo gli falsano in più luogora, 	908
747	Mais il ne li chaut de chose 	ma e' non gli è a nulla 	909
748	quil li fachent. 	che gli facciano, 	910
749	quar tant est dolans que nus plus. 	ch’atanto est dolente che nullo più. 	911
750	si lor laisse corre par grant ire lor donne de lespee grans cops 	Si lor lascia corere si gran colpi 	912
751	si que tous les fait guenchir deuant lui. 	che tutti gli fa ischencire davanti lui. 	913
752	lors esgarde et voit vn dez. iiij. 	Allora avisa que' de' quatro 	914
753	qui plus li fait mal a son essient. 	che più gli faceva male a suo aviso, 	915
754	Et il estoit moult grans 	e quegli era molto grande e molto forte; 	916
755	et moult fors. et lancelos 	e Lancellotto, 	917
756|757	qui le vient ataignant li donne sor le heaume tel cop |quil en fait le fu saillir. 	che viene agiugnendo, 	918
758	et lespee glache 	si l fiede si gran colpo 	919
759	qui ne fu mie de droit ferue. 	che n diritto non fu passo fedito, 	920
760	si descent sor la droite espaulle au cheualier. 	si gli discende sopra la sinistra spalla. 	921
